dyad,statelno,statelab,statehno,statehab,conttype,begin,end,notes,version
740840,740,"JPN",840,"PHI",5,197205,201612,"Across Philippine Sea; begins with return of JPN sovereignty over Ryukyu Islands",3.2
750760,750,"IND",760,"BHU",1,197109,201612,"Begins with BHU system entry",3.2
750770,750,"IND",770,"PAK",1,194708,201612,"Begins with IND system entry",3.2
750771,750,"IND",771,"BNG",1,197201,201612,"Begins with BNG system entry",3.2
750775,750,"IND",775,"MYA",1,194801,201612,"Begins with MYA system entry",3.2
750780,750,"IND",780,"SRI",2,194802,201612,"Across Gulf of Mannar; begins with SRI system entry",3.2
750781,750,"IND",781,"MAD",4,196507,201612,"Across Laccadive Sea; begins with MAD system entry",3.2
750790,750,"IND",790,"NEP",1,194708,201612,"Begins with IND system entry",3.2
750800,750,"IND",800,"THI",5,194708,201612,"Across Andaman Sea (through Andaman and Nicobar Islands); begins with IND system entry",3.2
750820,750,"IND",820,"MAL",5,195708,201612,"Across Andaman Sea (through Andaman and Nicobar Islands); begins with MAL system entry",3.2
750850,750,"IND",850,"INS",4,194912,201612,"Across Great Channel (through Nicobar Islands-Sumatra); begins with INS system entry",3.2
770775,770,"PAK",775,"MYA",1,194801,201612,"Begins with MYA system entry",3.2
771775,771,"BNG",775,"MYA",1,197201,201612,"Begins with BNG system entry",3.2
775800,775,"MYA",800,"THI",1,194801,201612,"Begins with MYA system entry",3.2
775812,775,"MYA",812,"LAO",1,195310,201612,"Begins with LAO system entry",3.2
775850,775,"MYA",850,"INS",5,194912,201612,"Across Andaman Sea (through Sumatra); begins with INS system entry",3.2
800811,800,"THI",811,"CAM",1,195311,201612,"Begins with CAM system entry",3.2
800812,800,"THI",812,"LAO",1,195310,201612,"Begins with LAO system entry",3.2
800816,800,"THI",816,"DRV",5,197504,201612,"Across Gulf of Thailand (through S.Vietnam); begins with DRV absorption of RVN",3.2
800817,800,"THI",817,"RVN",5,195406,197504,"Across Gulf of Thailand; begins with RVN system entry; ends with DRV absorption of RVN",3.2
800820,800,"THI",820,"MAL",1,195708,201612,"Begins with MAL system entry",3.2
800850,800,"THI",850,"INS",4,194912,201612,"Across Strait of Malacca (through Sumatra); begins with INS system entry",3.2
811812,811,"CAM",812,"LAO",1,195311,201612,"Begins with CAM system entry",3.2
811816,811,"CAM",816,"DRV",1,197504,201612,"Through S.Vietnam; begins with DRV absorption of RVN",3.2
811817,811,"CAM",817,"RVN",1,195406,197504,"Begins with RVN system entry; ends with DRV absorption of RVN",3.2
811820,811,"CAM",820,"MAL",5,195708,201612,"Across Gulf of Thailand; begins with MAL system entry",3.2
812816,812,"LAO",816,"DRV",1,195407,201612,"Begins with DRV system entry",3.2
812817,812,"LAO",817,"RVN",1,195406,197504,"Begins with RVN system entry; ends with DRV absorption of RVN",3.2
816817,816,"DRV",817,"RVN",1,195406,197504,"Begins with RVN system entry; ends with DRV absorption of RVN",3.2
816820,816,"DRV",820,"MAL",5,197504,201612,"Across Gulf of Thailand (through S.Vietnam); begins with DRV absorption of RVN",3.2
816850,816,"DRV",850,"INS",5,197504,201612,"Across South China Sea (through S.Vietnam); begins with DRV absorption of RVN",3.2
817820,817,"RVN",820,"MAL",5,195708,197504,"Across South China Sea; begins with MAL system entry; ends with DRV absorption of RVN",3.2
817850,817,"RVN",850,"INS",5,195406,197504,"Across Gulf of Thailand; begins with RVN system entry; ends with DRV absorption of RVN",3.2
820830,820,"MAL",830,"SIN",1,196508,201612,"Begins with SIN system entry",3.2
820835,820,"MAL",835,"BRU",1,198401,201612,"Begins with BRU system etry",3.2
820840,820,"MAL",840,"PHI",3,196309,201612,"Across Balabac Strait (through Sabah-Palawan); begins when Sabah/Sarawak join MAL",3.2
820850,820,"MAL",850,"INS",3,195708,196309,"Across Strait of Malacca (through Sumatra-Malay Peninsula); begins with MAL system entry; replaced by land border when Sabah/Sarawak join MAL",3.2
820850,820,"MAL",850,"INS",1,196309,201612,"Begins when Sabah/Sarawak join MAL",3.2
830850,830,"SIN",850,"INS",2,196508,201612,"Across Singapore Strait; begins with SIN system entry",3.2
835840,835,"BRU",840,"PHI",5,198401,201612,"Across South China Sea (through Palawan); begins with BRU system etry",3.2
840850,840,"PHI",850,"INS",4,194912,201612,"Across Celebes Sea (through Sulu Archipelago-Borneo); begins with INS system entry",3.2
840986,840,"PHI",986,"PAL",5,199411,201612,"Across Pacific Ocean; begins with PAL system entry",3.2
850860,850,"INS",860,"ETM",1,200209,201612,"Begins with ETM system entry",3.2
850900,850,"INS",900,"AUL",5,194912,196304,"Across Timor Sea (through Timor); begins with INS system entry; replaced by closer contiguity with INS acquisition of West Irian",3.2
850900,850,"INS",900,"AUL",4,196305,201612,"Across Arafura Sea (through Irian Jaya); begins with INS acquisition of West Irian",3.2
850910,850,"INS",910,"PNG",1,197509,201612,"Begins with PNG system entry",3.2
850986,850,"INS",986,"PAL",4,199411,201612,"Across Pacific Ocean; begins with PAL system entry",3.2
850987,850,"INS",987,"FSM",5,199109,201612,"Across Pacific Ocean; begins with FSM system entry",3.2
860900,860,"ETM",900,"AUL",5,200209,201612,"Across Timor Sea; begins with ETM system entry",3.2
900910,900,"AUL",910,"PNG",2,197509,201612,"Across Torres Strait; begins with PNG system entry",3.2
910940,910,"PNG",940,"SOL",2,197807,201612,"Across Solomon Sea; begins with SOL system entry",3.2
910987,910,"PNG",987,"FSM",5,199109,201612,"Across Pacific Ocean; begins with FSM system entry",3.2
935940,935,"VAN",940,"SOL",4,198109,201612,"Across Pacific Ocean; begins with VAN system entry",3.2
946947,946,"KIR",947,"TUV",5,200008,201612,"Across Pacific Ocean; begins with TUV system entry",3.2
946970,946,"KIR",970,"NAU",5,199909,201612,"Across Pacific Ocean; begins with KIR and NAU system entry",3.2
946983,946,"KIR",983,"MSI",5,199909,201612,"Across Pacific Ocean; begins with KIR system entry",3.2
947950,947,"TUV",950,"FIJ",5,200008,201612,"Across Pacific Ocean; begins with TUV system entry",3.2
950955,950,"FIJ",955,"TON",5,199908,201612,"Across Pacific Ocean; begins with TON system entry",3.2
955990,955,"TON",990,"WSM",5,199908,201612,"Across Pacific Ocean; begins with TON system entry",3.2
986987,986,"PAL",987,"FSM",4,199411,201612,"Across Pacific Ocean; begins with PAL system entry",3.2
